"subtotal","packaging_charges","promo_discount","restro_discount","total","rest_lat","rest_lon","Distance_km","temperature","humidity","precipitation","wind_speed","weather_condition","upto","flat_%","flat_rs","buy_1_get_1","buy_7_get_3","hour","month","day_of_month","timestamp"
355.0,12.75,100.0,0.0,267.75,28.5734,77.2581,3.0,23.4,80.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,14,10,31,"2024-10-31 14:00:00"
620.0,27.0,80.0,0.0,567.0,28.5734,77.2581,1.0,26.8,70.0,0.0,1.8,"Clear",80.0,0.0,0.0,0,0,13,10,31,"2024-10-31 13:00:00"
800.0,31.25,175.0,0.0,656.25,28.5734,77.2581,6.0,31.4,58.0,0.0,0.0,"Clear",0.0,0.0,175.0,0,0,12,10,31,"2024-10-31 12:00:00"
1085.0,45.5,175.0,0.0,955.5,28.5734,77.2581,7.0,31.3,55.0,0.0,5.5,"Clear",0.0,0.0,175.0,0,0,11,10,31,"2024-10-31 11:00:00"
585.0,25.25,80.0,0.0,530.25,28.5734,77.2581,4.0,25.3,72.0,0.0,5.5,"Foggy",0.0,0.0,80.0,0,0,3,10,31,"2024-10-31 03:00:00"
585.0,24.25,100.0,0.0,509.25,28.5734,77.2581,2.0,25.0,76.0,0.0,7.6,"Foggy",100.0,0.0,0.0,0,0,2,10,31,"2024-10-31 02:00:00"
325.0,11.25,100.0,0.0,236.25,28.5734,77.2581,1.0,21.6,95.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,0,10,31,"2024-10-31 00:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,5.0,22.7,88.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,21,10,30,"2024-10-30 21:00:00"
355.0,13.75,80.0,0.0,288.75,28.5734,77.2581,3.0,22.7,88.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,21,10,30,"2024-10-30 21:00:00"
325.0,16.25,0.0,0.0,341.25,28.5734,77.2581,5.0,22.7,88.0,0.0,0.0,"Clear",0.0,0.0,0.0,0,0,21,10,30,"2024-10-30 21:00:00"
620.0,27.0,80.0,0.0,567.0,28.5734,77.2581,1.0,27.7,73.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,14,10,30,"2024-10-30 14:00:00"
415.0,16.75,80.0,0.0,351.75,28.5734,77.2581,2.0,29.7,67.0,0.0,1.8,"Clear",0.0,0.0,80.0,0,0,13,10,30,"2024-10-30 13:00:00"
310.0,11.5,80.0,0.0,241.5,28.5734,77.2581,3.0,29.7,67.0,0.0,1.8,"Clear",80.0,0.0,0.0,0,0,13,10,30,"2024-10-30 13:00:00"
514.0,20.7,100.0,0.0,434.7,28.5734,77.2581,3.0,26.7,71.0,0.0,1.8,"Foggy",100.0,0.0,0.0,0,0,3,10,30,"2024-10-30 03:00:00"
715.0,30.75,100.0,0.0,645.75,28.5734,77.2581,10.0,21.9,96.0,0.0,0.0,"Foggy",100.0,0.0,0.0,0,0,2,10,30,"2024-10-30 02:00:00"
614.0,26.7,80.0,0.0,560.7,28.5734,77.2581,3.0,21.9,96.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,2,10,30,"2024-10-30 02:00:00"
620.0,27.0,80.0,0.0,567.0,28.5734,77.2581,6.0,21.5,96.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,22,10,29,"2024-10-29 22:00:00"
805.0,40.25,0.0,0.0,845.25,28.5734,77.2581,2.0,21.5,96.0,0.0,0.0,"Foggy",0.0,0.0,0.0,0,0,22,10,29,"2024-10-29 22:00:00"
645.0,27.25,100.0,0.0,572.25,28.5734,77.2581,9.0,22.6,93.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,21,10,29,"2024-10-29 21:00:00"
1334.0,57.7,180.0,0.0,1211.7,28.5734,77.2581,6.0,24.0,90.0,0.0,0.0,"Clear",0.0,0.0,200.0,0,0,18,10,29,"2024-10-29 18:00:00"
665.0,28.25,100.0,0.0,593.25,28.5734,77.2581,2.0,21.7,95.0,0.0,0.0,"Foggy",100.0,0.0,0.0,0,0,1,10,29,"2024-10-29 01:00:00"
695.0,30.75,80.0,0.0,645.75,28.5734,77.2581,6.0,21.7,95.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,1,10,29,"2024-10-29 01:00:00"
745.0,33.25,80.0,0.0,698.25,28.5734,77.2581,1.0,21.5,95.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,22,10,28,"2024-10-28 22:00:00"
635.0,27.75,80.0,0.0,582.75,28.5734,77.2581,1.0,23.2,88.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,17,10,28,"2024-10-28 17:00:00"
385.0,15.25,80.0,0.0,320.25,28.5734,77.2581,1.0,24.1,89.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,16,10,28,"2024-10-28 16:00:00"
325.0,11.25,100.0,0.0,236.25,28.5734,77.2581,3.0,24.8,87.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,15,10,28,"2024-10-28 15:00:00"
998.0,44.9,100.0,0.0,942.9,28.5734,77.2581,4.0,24.8,87.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,15,10,28,"2024-10-28 15:00:00"
325.0,12.25,80.0,0.0,257.25,28.5734,77.2581,1.0,29.0,73.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,12,10,28,"2024-10-28 12:00:00"
405.0,16.25,80.0,0.0,341.25,28.5734,77.2581,3.0,23.8,88.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,3,10,28,"2024-10-28 03:00:00"
415.0,16.75,80.0,0.0,351.75,28.5734,77.2581,2.0,21.0,95.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,23,10,27,"2024-10-27 23:00:00"
385.0,15.25,80.0,0.0,320.25,28.5734,77.2581,1.0,22.1,93.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,21,10,27,"2024-10-27 21:00:00"
420.0,17.0,80.0,0.0,357.0,28.5734,77.2581,2.0,22.1,93.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,21,10,27,"2024-10-27 21:00:00"
310.0,13.0,50.0,0.0,273.0,28.5734,77.2581,6.0,22.1,93.0,0.0,0.0,"Clear",50.0,0.0,0.0,0,0,21,10,27,"2024-10-27 21:00:00"
310.0,11.5,80.0,0.0,241.5,28.5734,77.2581,6.0,22.6,91.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,20,10,27,"2024-10-27 20:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,3.0,22.6,91.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,20,10,27,"2024-10-27 20:00:00"
310.0,11.5,80.0,0.0,241.5,28.5734,77.2581,2.0,22.4,92.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,19,10,27,"2024-10-27 19:00:00"
1948.0,88.4,180.0,0.0,1856.4,28.5734,77.2581,11.0,23.8,88.0,0.0,0.0,"Clear",0.0,0.0,200.0,0,0,16,10,27,"2024-10-27 16:00:00"
585.0,25.25,80.0,0.0,530.25,28.5734,77.2581,6.0,26.8,78.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,13,10,27,"2024-10-27 13:00:00"
415.0,16.75,80.0,0.0,351.75,28.5734,77.2581,2.0,26.8,78.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,13,10,27,"2024-10-27 13:00:00"
355.0,13.75,80.0,0.0,288.75,28.5734,77.2581,3.0,23.4,93.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,2,10,27,"2024-10-27 02:00:00"
634.0,27.7,80.0,0.0,581.7,28.5734,77.2581,6.0,23.4,93.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,2,10,27,"2024-10-27 02:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,8.0,20.5,93.0,0.0,0.0,"Foggy",100.0,0.0,0.0,0,0,21,10,26,"2024-10-26 21:00:00"
405.0,16.25,80.0,0.0,341.25,28.5734,77.2581,1.0,22.2,86.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,17,10,26,"2024-10-26 17:00:00"
695.0,32.25,50.0,0.0,677.25,28.5734,77.2581,5.0,22.2,86.0,0.0,0.0,"Clear",0.0,0.0,780.0,0,0,17,10,26,"2024-10-26 17:00:00"
415.0,16.75,80.0,0.0,351.75,28.5734,77.2581,2.0,23.4,83.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,15,10,26,"2024-10-26 15:00:00"
310.0,11.5,80.0,0.0,241.5,28.5734,77.2581,4.0,23.4,83.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,15,10,26,"2024-10-26 15:00:00"
474.05,18.7,100.0,0.0,392.75,28.5734,77.2581,9.0,23.4,83.0,0.0,0.0,"Foggy",100.0,0.0,0.0,0,0,15,10,26,"2024-10-26 15:00:00"
420.0,16.0,100.0,0.0,336.0,28.5734,77.2581,2.0,26.5,70.0,0.0,1.8,"Clear",100.0,0.0,0.0,0,0,13,10,26,"2024-10-26 13:00:00"
1274.0,54.95,175.0,0.0,1153.95,28.5734,77.2581,6.0,28.5,62.0,0.0,1.8,"Clear",0.0,0.0,175.0,0,0,12,10,26,"2024-10-26 12:00:00"
355.0,12.75,100.0,0.0,267.75,28.5734,77.2581,2.0,28.5,62.0,0.0,1.8,"Clear",100.0,0.0,0.0,0,0,12,10,26,"2024-10-26 12:00:00"
355.0,17.75,0.0,0.0,372.75,28.5734,77.2581,12.0,19.4,90.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,23,10,25,"2024-10-25 23:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,6.0,19.4,90.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,23,10,25,"2024-10-25 23:00:00"
355.0,17.75,0.0,0.0,372.75,28.5734,77.2581,1.0,19.4,90.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,23,10,25,"2024-10-25 23:00:00"
415.0,20.75,0.0,0.0,435.75,28.5734,77.2581,2.0,20.1,89.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,21,10,25,"2024-10-25 21:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,1.0,20.1,89.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,21,10,25,"2024-10-25 21:00:00"
325.0,16.25,0.0,0.0,341.25,28.5734,77.2581,4.0,20.1,89.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,21,10,25,"2024-10-25 21:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,9.0,20.1,89.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,21,10,25,"2024-10-25 21:00:00"
830.0,41.5,0.0,0.0,871.5,28.5734,77.2581,3.0,20.1,89.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,21,10,25,"2024-10-25 21:00:00"
325.0,16.25,0.0,0.0,341.25,28.5734,77.2581,1.0,20.9,86.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,20,10,25,"2024-10-25 20:00:00"
325.0,16.25,0.0,0.0,341.25,28.5734,77.2581,3.0,20.9,86.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,20,10,25,"2024-10-25 20:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,4.0,20.9,86.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,19,10,25,"2024-10-25 19:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,3.0,20.9,86.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,19,10,25,"2024-10-25 19:00:00"
835.0,41.75,0.0,0.0,876.75,28.5734,77.2581,3.0,20.9,86.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,19,10,25,"2024-10-25 19:00:00"
1205.0,60.25,0.0,0.0,1265.25,28.5734,77.2581,10.0,20.9,86.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,19,10,25,"2024-10-25 19:00:00"
460.0,23.0,0.0,0.0,483.0,28.5734,77.2581,1.0,20.9,86.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,19,10,25,"2024-10-25 19:00:00"
325.0,16.25,0.0,0.0,341.25,28.5734,77.2581,10.0,20.9,86.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,19,10,25,"2024-10-25 19:00:00"
695.0,34.75,0.0,0.0,729.75,28.5734,77.2581,5.0,21.5,84.0,0.0,1.8,"Clear",0.0,0.0,0.0,0,0,18,10,25,"2024-10-25 18:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,4.0,21.5,84.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,18,10,25,"2024-10-25 18:00:00"
375.0,18.75,0.0,0.0,393.75,28.5734,77.2581,5.0,21.5,84.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,18,10,25,"2024-10-25 18:00:00"
620.0,31.0,0.0,0.0,651.0,28.5734,77.2581,2.0,21.0,84.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,17,10,25,"2024-10-25 17:00:00"
460.0,23.0,0.0,0.0,483.0,28.5734,77.2581,5.0,21.0,84.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,17,10,25,"2024-10-25 17:00:00"
420.0,21.0,0.0,0.0,441.0,28.5734,77.2581,5.0,23.4,75.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,15,10,25,"2024-10-25 15:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,4.0,23.4,75.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,15,10,25,"2024-10-25 15:00:00"
435.0,21.75,0.0,0.0,456.75,28.5734,77.2581,8.0,23.4,75.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,15,10,25,"2024-10-25 15:00:00"
435.0,21.75,0.0,0.0,456.75,28.5734,77.2581,7.0,23.4,75.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,15,10,25,"2024-10-25 15:00:00"
585.0,29.25,0.0,0.0,614.25,28.5734,77.2581,3.0,23.4,75.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,14,10,25,"2024-10-25 14:00:00"
1000.0,50.0,0.0,0.0,1050.0,28.5734,77.2581,6.0,23.4,75.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,14,10,25,"2024-10-25 14:00:00"
544.0,27.2,0.0,0.0,571.2,28.5734,77.2581,2.0,23.4,75.0,0.0,0.0,"Clear",0.0,0.0,0.0,1,0,14,10,25,"2024-10-25 14:00:00"
355.0,17.75,0.0,0.0,372.75,28.5734,77.2581,6.0,26.7,66.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,13,10,25,"2024-10-25 13:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,5.0,26.7,66.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,13,10,25,"2024-10-25 13:00:00"
585.0,29.25,0.0,0.0,614.25,28.5734,77.2581,3.0,26.7,66.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,13,10,25,"2024-10-25 13:00:00"
325.0,16.25,0.0,0.0,341.25,28.5734,77.2581,1.0,26.7,66.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,13,10,25,"2024-10-25 13:00:00"
355.0,17.75,0.0,0.0,372.75,28.5734,77.2581,1.0,26.7,66.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,13,10,25,"2024-10-25 13:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,4.0,30.2,53.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,12,10,25,"2024-10-25 12:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,6.0,30.2,53.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,11,10,25,"2024-10-25 11:00:00"
310.0,11.5,80.0,0.0,241.5,28.5734,77.2581,2.0,20.0,90.0,0.0,3.6,"Foggy",80.0,0.0,0.0,0,0,23,10,24,"2024-10-24 23:00:00"
1170.0,49.75,175.0,0.0,1044.75,28.5734,77.2581,3.0,21.2,87.0,0.0,0.0,"Clear",0.0,0.0,175.0,0,0,20,10,24,"2024-10-24 20:00:00"
249.0,7.5,99.0,0.0,157.5,28.5734,77.2581,1.0,21.2,87.0,0.0,0.0,"Clear",120.0,0.0,0.0,0,0,20,10,24,"2024-10-24 20:00:00"
460.0,20.5,50.0,0.0,430.5,28.5734,77.2581,5.0,21.2,87.0,0.0,0.0,"Clear",50.0,0.0,0.0,0,0,20,10,24,"2024-10-24 20:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,7.0,23.2,82.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,17,10,24,"2024-10-24 17:00:00"
460.0,19.0,80.0,0.0,399.0,28.5734,77.2581,11.0,24.4,78.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,15,10,24,"2024-10-24 15:00:00"
355.0,13.75,80.0,0.0,288.75,28.5734,77.2581,0.9,27.1,66.0,0.0,1.8,"Clear",80.0,0.0,0.0,0,0,14,10,24,"2024-10-24 14:00:00"
1119.24,47.21,175.0,0.0,991.45,28.5734,77.2581,4.0,29.0,59.0,0.0,3.7,"Clear",0.0,0.0,175.0,0,0,13,10,24,"2024-10-24 13:00:00"
375.0,13.75,100.0,0.0,288.75,28.5734,77.2581,10.0,21.5,83.0,0.0,5.5,"Clear",100.0,0.0,0.0,0,0,1,10,24,"2024-10-24 01:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,8.0,21.4,83.0,0.0,3.7,"Clear",0.0,0.0,0.0,1,0,23,10,23,"2024-10-23 23:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,3.0,21.4,83.0,0.0,3.7,"Clear",0.0,0.0,0.0,1,0,22,10,23,"2024-10-23 22:00:00"
695.0,34.75,0.0,0.0,729.75,28.5734,77.2581,3.0,21.4,83.0,0.0,3.7,"Clear",0.0,0.0,0.0,1,0,22,10,23,"2024-10-23 22:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,4.0,21.4,83.0,0.0,3.7,"Clear",0.0,0.0,0.0,1,0,22,10,23,"2024-10-23 22:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,2.0,21.9,81.0,0.0,5.5,"Clear",0.0,0.0,0.0,1,0,21,10,23,"2024-10-23 21:00:00"
420.0,16.05,99.0,0.0,337.05,28.5734,77.2581,4.0,22.4,79.0,0.0,5.4,"Clear",120.0,0.0,0.0,0,0,20,10,23,"2024-10-23 20:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,5.0,22.4,79.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,20,10,23,"2024-10-23 20:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,2.0,22.4,79.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,20,10,23,"2024-10-23 20:00:00"
585.0,29.25,0.0,0.0,614.25,28.5734,77.2581,5.0,22.4,79.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,20,10,23,"2024-10-23 20:00:00"
420.24,21.01,0.0,0.0,441.25,28.5734,77.2581,4.0,21.7,87.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,19,10,23,"2024-10-23 19:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,2.0,21.7,87.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,19,10,23,"2024-10-23 19:00:00"
1105.0,55.25,0.0,0.0,1160.25,28.5734,77.2581,9.0,22.0,86.0,0.0,3.7,"Clear",0.0,0.0,0.0,1,0,18,10,23,"2024-10-23 18:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,2.0,22.0,86.0,0.0,3.7,"Clear",0.0,0.0,0.0,1,0,18,10,23,"2024-10-23 18:00:00"
809.0,40.45,0.0,0.0,849.45,28.5734,77.2581,3.0,22.0,86.0,0.0,3.7,"Clear",0.0,0.0,0.0,1,0,18,10,23,"2024-10-23 18:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,2.0,22.0,86.0,0.0,3.7,"Clear",0.0,0.0,0.0,1,0,18,10,23,"2024-10-23 18:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,3.0,23.7,81.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,16,10,23,"2024-10-23 16:00:00"
733.0,36.65,0.0,0.0,769.65,28.5734,77.2581,9.0,23.7,81.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,16,10,23,"2024-10-23 16:00:00"
960.0,48.0,0.0,0.0,1008.0,28.5734,77.2581,7.0,23.7,81.0,0.0,1.8,"Clear",0.0,0.0,0.0,1,0,15,10,23,"2024-10-23 15:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,6.0,26.4,69.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,14,10,23,"2024-10-23 14:00:00"
375.0,18.75,0.0,0.0,393.75,28.5734,77.2581,4.0,26.4,69.0,0.0,5.4,"Clear",0.0,0.0,0.0,1,0,14,10,23,"2024-10-23 14:00:00"
310.0,11.5,80.0,0.0,241.5,28.5734,77.2581,6.0,28.1,63.0,0.0,1.8,"Clear",80.0,0.0,0.0,0,0,12,10,23,"2024-10-23 12:00:00"
325.0,12.25,80.0,0.0,257.25,28.5734,77.2581,1.0,28.1,63.0,0.0,1.8,"Clear",80.0,0.0,0.0,0,0,12,10,23,"2024-10-23 12:00:00"
620.0,26.0,100.0,0.0,546.0,28.5734,77.2581,10.0,21.8,91.0,0.0,1.8,"Foggy",100.0,0.0,0.0,0,0,2,10,23,"2024-10-23 02:00:00"
310.0,15.5,0.0,0.0,325.5,28.5734,77.2581,6.0,21.3,92.0,0.0,1.8,"Foggy",0.0,0.0,0.0,0,0,1,10,23,"2024-10-23 01:00:00"
355.0,12.75,100.0,0.0,267.75,28.5734,77.2581,2.0,21.5,92.0,0.0,0.0,"Foggy",100.0,0.0,0.0,0,0,22,10,22,"2024-10-22 22:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,0.9,24.2,80.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,15,10,22,"2024-10-22 15:00:00"
310.0,13.0,50.0,0.0,273.0,28.5734,77.2581,7.0,24.2,80.0,0.0,0.0,"Clear",50.0,0.0,0.0,0,0,15,10,22,"2024-10-22 15:00:00"
680.0,30.0,80.0,0.0,630.0,28.5734,77.2581,9.0,27.1,74.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,13,10,22,"2024-10-22 13:00:00"
1355.0,59.0,175.0,0.0,1239.0,28.5734,77.2581,2.0,22.9,90.0,0.0,0.0,"Clear",0.0,0.0,175.0,0,0,20,10,21,"2024-10-21 20:00:00"
355.0,13.75,80.0,0.0,288.75,28.5734,77.2581,3.0,23.3,89.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,19,10,21,"2024-10-21 19:00:00"
620.0,26.0,100.0,0.0,546.0,28.5734,77.2581,3.0,25.0,81.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,16,10,21,"2024-10-21 16:00:00"
888.0,35.65,175.0,0.0,748.65,28.5734,77.2581,6.0,25.0,81.0,0.0,0.0,"Clear",0.0,0.0,175.0,0,0,16,10,21,"2024-10-21 16:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,6.0,31.2,60.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,12,10,21,"2024-10-21 12:00:00"
715.0,30.75,100.0,0.0,645.75,28.5734,77.2581,3.0,24.2,86.0,0.0,5.4,"Clear",100.0,0.0,0.0,0,0,3,10,21,"2024-10-21 03:00:00"
460.0,20.5,50.0,0.0,430.5,28.5734,77.2581,10.0,21.8,95.0,0.0,0.0,"Clear",50.0,0.0,0.0,0,0,1,10,21,"2024-10-21 01:00:00"
585.0,25.25,80.0,0.0,530.25,28.5734,77.2581,1.0,21.2,95.0,0.0,0.0,"Foggy",80.0,0.0,0.0,0,0,0,10,21,"2024-10-21 00:00:00"
385.0,19.25,0.0,0.0,404.25,28.5734,77.2581,5.0,20.3,82.0,0.0,5.5,"Foggy",0.0,0.0,0.0,0,0,23,10,31,"2024-10-31 23:00:00"
665.0,28.25,100.0,0.0,593.25,28.5734,77.2581,4.0,20.8,81.0,0.0,5.5,"Foggy",100.0,0.0,0.0,0,0,22,10,31,"2024-10-31 22:00:00"
1030.0,47.6,78.0,0.0,999.6,28.5734,77.2581,5.0,20.8,81.0,0.0,5.5,"Foggy",0.0,0.0,175.0,0,0,22,10,31,"2024-10-31 22:00:00"
659.0,29.05,78.0,0.0,610.05,28.5734,77.2581,2.0,21.4,80.0,0.0,5.4,"Clear",0.0,0.0,175.0,0,0,21,10,31,"2024-10-31 21:00:00"
1000.0,50.0,0.0,0.0,1050.0,28.5734,77.2581,2.0,21.2,87.0,0.0,0.0,"Clear",0.0,0.0,0.0,0,0,20,10,31,"2024-10-31 20:00:00"
1095.0,50.85,78.0,0.0,1067.85,28.5734,77.2581,3.0,21.2,87.0,0.0,0.0,"Clear",0.0,0.0,175.0,0,0,20,10,31,"2024-10-31 20:00:00"
884.0,40.3,78.0,0.0,846.3,28.5734,77.2581,0.9,21.2,87.0,0.0,0.0,"Clear",0.0,0.0,175.0,0,0,19,10,31,"2024-10-31 19:00:00"
1224.0,57.3,78.0,0.0,1203.3,28.5734,77.2581,3.0,21.2,87.0,0.0,0.0,"Clear",0.0,0.0,175.0,0,0,19,10,31,"2024-10-31 19:00:00"
804.0,40.2,0.0,0.0,844.2,28.5734,77.2581,9.0,21.2,87.0,0.0,0.0,"Clear",0.0,0.0,0.0,0,0,19,10,31,"2024-10-31 19:00:00"
405.0,16.25,80.0,0.0,341.25,28.5734,77.2581,3.0,23.4,80.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,14,10,31,"2024-10-31 14:00:00"
310.0,10.5,100.0,0.0,220.5,28.5734,77.2581,3.0,23.4,80.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,14,10,31,"2024-10-31 14:00:00"
480.0,20.1,78.0,0.0,422.1,28.5734,77.2581,6.0,31.3,55.0,0.0,5.5,"Clear",0.0,0.0,175.0,0,0,11,10,31,"2024-10-31 11:00:00"
665.0,29.25,80.0,0.0,614.25,28.5734,77.2581,3.0,25.3,72.0,0.0,5.5,"Foggy",0.0,0.0,80.0,0,0,3,10,31,"2024-10-31 03:00:00"
695.0,29.75,100.0,0.0,624.75,28.5734,77.2581,2.0,25.0,76.0,0.0,7.6,"Foggy",100.0,0.0,0.0,0,0,2,10,31,"2024-10-31 02:00:00"
325.0,12.25,80.0,0.0,257.25,28.5734,77.2581,1.0,22.4,84.0,0.0,3.7,"Foggy",0.0,0.0,80.0,0,0,1,10,31,"2024-10-31 01:00:00"
1050.0,43.75,175.0,0.0,918.75,28.5734,77.2581,4.0,22.4,84.0,0.0,3.7,"Foggy",0.0,0.0,175.0,0,0,1,10,31,"2024-10-31 01:00:00"
870.0,34.75,175.0,0.0,729.75,28.5734,77.2581,3.0,21.6,95.0,0.0,0.0,"Clear",0.0,0.0,175.0,0,0,0,10,31,"2024-10-31 00:00:00"
585.0,24.25,100.0,0.0,509.25,28.5734,77.2581,1.0,22.2,89.0,0.0,0.0,"Clear",100.0,0.0,0.0,0,0,22,10,30,"2024-10-30 22:00:00"
310.0,11.5,80.0,0.0,241.5,28.5734,77.2581,6.0,22.2,89.0,0.0,0.0,"Clear",80.0,0.0,0.0,0,0,22,10,30,"2024-10-30 22:00:00"
1740.0,87.0,0.0,0.0,1827.0,28.5734,77.2581,3.0,23.2,88.0,0.0,0.0,"Foggy",0.0,0.0,0.0,0,0,20,10,30,"2024-10-30 20:00:00"
